TEST_NAME_ABBREVIATION	stringdist_group_id	position_in_group	group_size
-chtrnho	53	3	87
-ctgcnho	53	4	87
-ctjtnho	53	5	87
-ctngnho	53	6	87
-riennho	53	7	87
-rievnho	53	8	87
-siennho	53	9	87
-staunho	53	10	87
-stinho	53	11	87
-stpnnho	53	12	87
-strbnho	53	13	87
adennho	53	14	87
akustrhino	53	15	87
am-trinho	53	16	87
campnho	53	17	87
chtrnho	53	18	87
ctgcnho	53	19	87
cv-trinho	53	20	87
ehecnho	53	21	87
etecnho	53	22	87
f-adennho	53	23	87
f-adenonho	53	24	87
f-astrnho	53	25	87
f-astronho	53	26	87
f-campnho	53	27	87
f-cdltnho	53	28	87
f-cidtnho	53	29	87
f-cldnhok	53	30	87
f-cldtnho	53	31	87
f-crypnho	53	32	87
f-cyclnho	53	33	87
f-dienho	53	34	87
f-diennho	53	35	87
f-difrnho	53	36	87
f-eaecnho	53	37	87
f-ehec	53	38	87
f-ehecnho	53	39	87
f-ehecvtx	53	40	87
f-ehisnho	53	41	87
f-ehistnho	53	42	87
f-entanho	53	43	87
f-epecnho	53	44	87
f-etecnho	53	45	87
f-giarnho	53	46	87
f-mikrnho	53	47	87
f-rotanho	53	48	87
f-shigellanho	53	49	87
f-shignho	53	50	87
f-vibrnho	53	51	87
f-vichnho	53	52	87
f-virnho	53	53	87
f-vparnho	53	54	87
f-vvulnho	53	55	87
fl-strbnho	53	56	87
li-crnenho	53	57	87
li-crypnho	53	58	87
li-eck1nho	53	59	87
li-ecolnho	53	60	87
li-evirnho	53	61	87
li-hainnho	53	62	87
li-hinfnho	53	63	87
li-limonho	53	64	87
li-lmonnho	53	65	87
li-mennho	53	66	87
li-mibnho	53	67	87
li-mikrnho	53	68	87
li-mikrobinho	53	69	87
li-nemenho	53	70	87
li-nmennho	53	71	87
li-parenho	53	72	87
li-spnenho	53	73	87
li-stpnnho	53	74	87
li-strbnho	53	75	87
p-adennh	53	76	87
p-adennho	53	77	87
sh/eiecnho	53	78	87
siennho	53	79	87
stpnnho	53	80	87
ts-trinho	53	81	87
u-chtrnh	53	82	87
u-chtrnh-o	53	83	87
u-chtrnho	53	84	87
u-ctgcnho	53	85	87
u-ctngnh0	53	86	87
u-ctngnho	53	87	87
-aspenho	54	1	148
-baktnho	54	2	148
-bocanho	54	3	148
-bokanho	54	4	148
-bopanho	54	5	148
-bopenho	54	6	148
-bopenho.	54	7	148
-boppnho	54	8	148
-borrnho	54	9	148
-bparnho	54	10	148
-canho	54	11	148
-chpnnh	54	12	148
-chpnnho	54	13	148
-ctnho	54	14	148
-dermnho	54	15	148
-eflonho	54	16	148
-epflnho	54	17	148
-evirnho	54	18	148
-gcnho	54	19	148
-gcnho/kau	54	20	148
-hcvnho	54	21	148
-hepynho	54	22	148
-hhpvnho	54	23	148
-hinfnho	54	24	148
-hinnho	54	25	148
-hmpvnho	54	26	148
-hpvnho	54	27	148
-hr16nho	54	28	148
-hr18nho	54	29	148
-hrnho	54	30	148
-hsvnho	54	31	148
-inabnho	54	32	148
-inabnhoho	54	33	148
-inabrsnho	54	34	148
-inanho	54	35	148
-inanhoho	54	36	148
-inbnho	54	37	148
-inbnhoho	54	38	148
-infanho	54	39	148
-infbnho	54	40	148
-infrsvnho	54	41	148
-infvnho	54	42	148
-inrscvnho	54	43	148
-koronho	54	44	148
-lepnnho	54	45	148
-maudnho	54	46	148
-mcannho	54	47	148
-micanho	54	48	148
-mygenho	54	49	148
-myhonho	54	50	148
-mypnnho	54	51	148
-ncovnhj	54	52	148
-ncovnho	54	53	148
-piconh0	54	54	148
-piconho	54	55	148
-pin1nho	54	56	148
-pin2nho	54	57	148
-pin3nho	54	58	148
-pin4nho	54	59	148
-pinfnho	54	60	148
-pncanho	54	61	148
-pnjinho	54	62	148
-pvlnho	54	63	148
-rbaktnho	54	64	148
-rcomnho	54	65	148
-resnho	54	66	148
-respnho	54	67	148
-rinonho	54	68	148
-rmiknho	54	69	148
-rsnho	54	70	148
-rsvanho	54	71	148
-rsvbnho	54	72	148
-rsvnho	54	73	148
-rvirnho	54	74	148
-tbennho	54	75	148
-tbnho	54	76	148
-tintnho	54	77	148
-tmennho	54	78	148
-toxonho	54	79	148
-trrunho	54	80	148
-trubnho	54	81	148
-trvanho	54	82	148
-ttonnho	54	83	148
-tvernho	54	84	148
-tvionho	54	85	148
-urpanho	54	86	148
-ururnho	54	87	148
-zoonnho	54	88	148
baktnho	54	89	148
bokanho	54	90	148
bopenho	54	91	148
bparanho	54	92	148
chpnnho	54	93	148
e-plasnho	54	94	148
enrirsvnho	54	95	148
evirnho	54	96	148
f-baktnho	54	97	148
f-noronho	54	98	148
f-paranho	54	99	148
f-plesnho	54	100	148
f-salmnho	54	101	148
f-saponho	54	102	148
gcnho	54	103	148
hepynho	54	104	148
hhpvnho	54	105	148
hinflnho	54	106	148
hmpvnho	54	107	148
hpvnho	54	108	148
hsvnho	54	109	148
inanho	54	110	148
inbnho	54	111	148
infanho	54	112	148
infbnho	54	113	148
infnho	54	114	148
infrsvnho	54	115	148
kv229enho	54	116	148
kvhku1nho	54	117	148
kvnl63nho	54	118	148
kvoc43nho	54	119	148
lepnnho	54	120	148
li-baktnho	54	121	148
mersnho	54	122	148
mygenho	54	123	148
myhonho	54	124	148
mypnnho	54	125	148
pin1nho	54	126	148
pin2nho	54	127	148
pin3nho	54	128	148
pin4nho	54	129	148
plesnho	54	130	148
resbaktnho	54	131	148
respnho	54	132	148
resvirnho	54	133	148
rinonho	54	134	148
rsnho	54	135	148
rsvanho	54	136	148
rsvbnho	54	137	148
rsvnhho	54	138	148
rsvnho	54	139	148
s-parvnho	54	140	148
salmnho	54	141	148
tricnho	54	142	148
u-gcnho	54	143	148
u-mygenho	54	144	148
urpanho	54	145	148
ururnho	54	146	148
vibrnho	54	147	148
yersnho	54	148	148
-bkvnh	55	1	49
-cmvnh	55	2	49
-cmvnho	55	3	49
-ebvnh	55	4	49
-hbvnh	55	5	49
-hcvnhty	55	6	49
-hhv6nh	55	7	49
-hhv6nho	55	8	49
-hpvnh	55	9	49
-hpvnhty	55	10	49
-hsv1nho	55	11	49
-hsv2nho	55	12	49
-jcvnh	55	13	49
-povnh	55	14	49
-vzvnho	55	15	49
b-hhv6nh	55	16	49
bkvnh	55	17	49
jcvnh	55	18	49
li-cmvnho	55	19	49
li-hhv6nh	55	20	49
li-hhv6nho	55	21	49
li-hhvnh1	55	22	49
li-hhvnh2	55	23	49
li-hhvnho	55	24	49
li-hsv1nho	55	25	49
li-hsv2nho	55	26	49
li-hsvnho	55	27	49
li-jcvnh	55	28	49
li-vzvnho	55	29	49
p-bkvnh	55	30	49
p-cmvnh	55	31	49
p-ebvnh	55	32	49
p-hcvnh	55	33	49
p-hcvnhjt	55	34	49
p-hcvnho	55	35	49
p-hcvnhty	55	36	49
p-hiv1nh	55	37	49
p-hivnhre	55	38	49
p-jcvnh	55	39	49
povnh	55	40	49
s-hbvnh	55	41	49
s-hbvnho	55	42	49
s-hcvnh	55	43	49
s-hcvnho	55	44	49
s-hcvnhty	55	45	49
s-hevnh	55	46	49
u-bkvnh	55	47	49
u-jcvnh	55	48	49
u-povnh	55	49	49
-adenovirus,nukleiinihaponosoitus	56	1	37
-influenssaavirus,nukleiinihaponosoitus	56	2	37
-influenssavirusb,nukleiinihaponositus(kval)	56	3	37
-koronavirus229e,nukleiinihaponosoitus	56	4	37
-koronavirusnl63,nukleiinihaponosoitus	56	5	37
-koronavirusoc43,nukleiinihaponosoitus	56	6	37
-metapneumovirus,nukleiinihaponosoitus	56	7	37
-parainfluenssa1virus,nukleiinihaponosoittaminen(kval)	56	8	37
-parainfluenssa2virus,nukleiinihaponosoittaminen(kval)	56	9	37
-parainfluenssa3virus,nukleiinihaponosoittaminen(kval)	56	10	37
-parainfluenssa4virus,nukleiinihaponosoitus	56	11	37
adenovirus,nukleiinihaponosoitus	56	12	37
adenovirus,nukleiinihappoosoitus	56	13	37
coronavirus229e,nukleiinihappoosoitus	56	14	37
coronavirushku1,nukleiinihappoosoitus	56	15	37
coronavirusnl63,nukleiinihappoosoitus	56	16	37
coronavirusoc43,nukleiinihappoosoitus	56	17	37
covid-19,influenssaajab,rs-virus,nukleiinihaponosoitus	56	18	37
f-bakteeripatogeenit,nukleiinihaponosoitus(pcr)	56	19	37
f-ulosteenbakteeripatogeenit,nukleiinihaponosoitus	56	20	37
influenssaa,nukleiinihaponosoitus(kval)	56	21	37
influenzaavirus,nukleiinihappoosoitus	56	22	37
influenzabvirus,nukleiinihappoosoitus	56	23	37
inluenssab-virus,nukleiinihaponosoittaminen,osatutk.8340	56	24	37
koronavirushku1,nukleiinihaponosoitus(pcr)	56	25	37
mers-koronavirus,nukleiinihaponosoitus(pcr)	56	26	37
metapneumovirus,nukleiinihaponosoitus␤	56	27	37
metapneumovirus,nukleiinihappoosoitus	56	28	37
np-rino-entero-rs-virus,nukleiinihaponosoitus(kval)	56	29	37
parainfluenza1,nukleiinihappoosoitus	56	30	37
parainfluenza2,nukleiinihappoosoitus	56	31	37
parainfluenzavirus3,nukleiinihappoosoitus	56	32	37
rinovirus/enterovirus,nukleiinihaponosoitus(pcr)	56	33	37
ulosteenbakteeripatogeenit,nukleiinihaponosoitus(pcr)	56	34	37
ulosteenbakteeripatogeenit,nukleiinihaponosoitus(pcr)␤	56	35	37
ulosteenripulivirukset,nukleiinihaponosoittaminen(kval)	56	36	37
ulosteenripulivirukset,nukleiinihappo-osoitus(kval)	56	37	37
-adenovirus,nukleiinihappo(kval)	57	1	67
-bakteeri,nukleiinihappo-osoitus	57	2	67
-bocavirus,nukleenihappo	57	3	67
-gardnerellavaginalis,nukleiinihappo	57	4	67
-herpessimplex-virus1,nukleiinihappo	57	5	67
-herpessimplex2,nukleiinihappo	57	6	67
-herpessimplexvirus,nukleiinihappo(kval)	57	7	67
-jc-virusnukleiinihappo(kvant)	57	8	67
-koronavirus,nukleiinihappo(kval)	57	9	67
-koronavirus229e,nukleiinihappo	57	10	67
-koronavirushku1,nukleiinihappo	57	11	67
-koronavirusnl63,nukleiinihappo	57	12	67
-koronavirusoc43,nukleiinihappo	57	13	67
-polyomavirus,nukleiinihappo(kvant)	57	14	67
-rino-/enterovirus,nukleiinihappo(kval)	57	15	67
-rino/enterovirus,nukleiinihappo	57	16	67
-rs-virus,nukeliinihapon(kval)	57	17	67
-rs-virus,nukleiinihappo(kav)	57	18	67
-rs-virus,nukleiinihappo(kva)	57	19	67
-rs-virus,nukleiinihappo(kval)	57	20	67
-sieninukleiinihappo	57	21	67
adenovirus,nukeliinihappo(kval)␤	57	22	67
adenovirus,nukleiinihappo(kv	57	23	67
adenovirus,nukleiinihappo(kval)	57	24	67
bakteeri,nukleiinihaponosoittaminen(kval)␤	57	25	67
bakteeri,nukleiinihappo(kval)	57	26	67
bakteerit,nukleiinihappo(kva	57	27	67
bakteerit,nukleiinihappo(kval),uloste	57	28	67
bk-virus,nukleiinihappo	57	29	67
bk-virus,nukleiinihappo(kvant)	57	30	67
blastocystishominis,nukleiinihappo	57	31	67
bokavirus,nukleiinihappo(kva	57	32	67
bokavirus,nukleiinihappo(kval)	57	33	67
covid-19,nukleiinihappo	57	34	67
cytomegalovirus,nukleiinihappo	57	35	67
cytomegalovirus,nukleiinihappo(kvant),plasmasta␤	57	36	67
epstein-barrvirus,nukleiinihappo(kvant)	57	37	67
f-adenovirus,nukleiinihappo(kval)	57	38	67
f-mikrobit,nukleiinihaponosoitus(kval)ulosteesta	57	39	67
f-norovirus,nukleiinihappo(kval)	57	40	67
f-rotavirus,nukleiinihappo	57	41	67
f-rotavirus,nukleiinihappo(kval)	57	42	67
f-sapovirus,nukleiinihappo(kval)	57	43	67
jc-virus,nukleiinihappo	57	44	67
jc-virus,nukleiinihappo(kvant)	57	45	67
koronavirus,nukleiinihappo(k	57	46	67
koronavirus,nukleiinihappo(kval)	57	47	67
mikrobit,nukleiinihappo(kval),uloste	57	48	67
norovirus,nukleiinihappo(kval)	57	49	67
p-bk-virus,nukleiinihappo(kvant)	57	50	67
p-cytomegalovirus,nukleiinihappo(kvant)	57	51	67
p-cytomegalovirus,nukleiinihappo,(kvant)	57	52	67
p-cytomegalovirus,nukleiinihappo,kvantitatiivi	57	53	67
p-sytomegalovirus,nukleiinihappo(kvant)	57	54	67
papillomavirus,nukleiinihappo(kval)	57	55	67
pikornavirus,nukleiinihappo	57	56	67
pikornavirus,nukleiinihappo(kval)	57	57	67
polyomavirus,nukleiinihappo(kvant)␤	57	58	67
polyoomavirus,nukleiinihappo	57	59	67
rino7enterovirus,nukleiinihappoosoitus	57	60	67
rs-virus,nukleiinihappo	57	61	67
rs-virus,nukleiinihappo(kval	57	62	67
rs-virus,nukleiinihappo(kval)	57	63	67
rsvnukleiinihappo(kval)	57	64	67
ulosteenadenovirus,nukleiinihappo	57	65	67
ulosteenastrovirus,nukleiinihappo	57	66	67
ulosteensapovirus,nukleiinihappo	57	67	67
-alb	58	1	134
-ej-ab	58	2	134
-ld	58	3	134
-oj-ab	58	4	134
-ph	58	5	134
-pl-12	58	6	134
-pl-7	58	7	134
ab-be	58	8	134
ab-chb	58	9	134
ab-hb	58	10	134
ab-ph	58	11	134
ab-sbc	58	12	134
ab-thb	58	13	134
ab-thb-	58	14	134
ap-ph	58	15	134
as-alb	58	16	134
as-ld	58	17	134
as-ly	58	18	134
b-be	58	19	134
b-gal	58	20	134
b-hb	58	21	134
b-hb:	58	22	134
b-hbp	58	23	134
b-hbs	58	24	134
b-hhb	58	25	134
b-la	58	26	134
b-lap	58	27	134
b-lt	58	28	134
b-ly	58	29	134
b-ly-s	58	30	134
b-lym	58	31	134
b-lyp	58	32	134
b-ly␤	58	33	134
b-nil	58	34	134
b-pb	58	35	134
b-ph	58	36	134
b-tb1	58	37	134
b-tb2	58	38	134
b-thb	58	39	134
b-ti	58	40	134
b-zn	58	41	134
bl-alb	58	42	134
bla	58	43	134
bodypl	58	44	134
brdil	58	45	134
cb-be	58	46	134
cb-chb	58	47	134
cb-hb	58	48	134
cb-ph	58	49	134
cb-sbc	58	50	134
cfp-10	58	51	134
cp-ph	58	52	134
cu-alb	58	53	134
dcos-b1	58	54	134
di-ph	58	55	134
du-alb	58	56	134
ej-ab	58	57	134
f-hhb	58	58	134
fl-ph	58	59	134
fp-fe	58	60	134
fp-ph	58	61	134
fp-pi	58	62	134
fp-pth	58	63	134
fp-pthint	58	64	134
fp-rf	58	65	134
fp-tth	58	66	134
fp-zn	58	67	134
fs-ct	58	68	134
fs-fe	58	69	134
fs-gh	58	70	134
fs-ph	58	71	134
fs-pi	58	72	134
fs-pp	58	73	134
fs-pt	58	74	134
fs-pth	58	75	134
fs-rf	58	76	134
fs-tth	58	77	134
fyl10	58	78	134
gds-15	58	79	134
l-ly	58	80	134
l-lym	58	81	134
l-ly␤	58	82	134
li-ly	58	83	134
li-lzm	58	84	134
mb-be	58	85	134
mb-hb	58	86	134
mb-ph	58	87	134
no-ex	58	88	134
nu-alb	58	89	134
oj-ab	58	90	134
p-alb	58	91	134
p-hb	58	92	134
p-ld	58	93	134
p-lh	58	94	134
p-ph	58	95	134
p-pthrp	58	96	134
p-rf	58	97	134
p-zn	58	98	134
pco-ex	58	99	134
pd-ly	58	100	134
pf-alb	58	101	134
pf-ld	58	102	134
pf-ly	58	103	134
pf-lzm	58	104	134
pf-ph	58	105	134
pf-rf	58	106	134
pl-12	58	107	134
pl-7	58	108	134
s-alb	58	109	134
s-gh	58	110	134
s-ld	58	111	134
s-lh	58	112	134
s-li	58	113	134
s-lzm	58	114	134
s-ph	58	115	134
s-rf	58	116	134
s-zn	58	117	134
sy-ly	58	118	134
u-alb	58	119	134
u-hb	58	120	134
u-ph	58	121	134
ua-be	58	122	134
ua-hb	58	123	134
ua-ph	58	124	134
uv-be	58	125	134
uv-ph	58	126	134
v-hb	58	127	134
vb-be	58	128	134
vb-hb	58	129	134
vb-ph	58	130	134
vb-thb	58	131	134
vp-ph	58	132	134
zb-be	58	133	134
zb-ph	58	134	134
-aldrc	59	1	73
-c3d	59	2	73
-cdt	59	3	73
-cea	59	4	73
-ckdrc	59	5	73
-copdrc	59	6	73
-cvdrc	59	7	73
-fibrc	59	8	73
-lcrc	59	9	73
-mikrx	59	10	73
-mirc	59	11	73
-pocabrc	59	12	73
-t2drc	59	13	73
ab-cl	59	14	73
ap-cl	59	15	73
b-cl	59	16	73
b-co	59	17	73
b-cr	59	18	73
b-crp	59	19	73
b-crpp	59	20	73
b-cya	59	21	73
b-qr-crp	59	22	73
b-trap	59	23	73
cb-crp	59	24	73
cp-crp	59	25	73
du-ca	59	26	73
du-cl	59	27	73
du-cu	59	28	73
fp-ca	59	29	73
fp-cga	59	30	73
fp-crp	59	31	73
fs-ca	59	32	73
fs-cga	59	33	73
mb-cl	59	34	73
p-c3	59	35	73
p-c4	59	36	73
p-ca	59	37	73
p-cea	59	38	73
p-ck	59	39	73
p-cl	59	40	73
p-crp	59	41	73
p-crp.	59	42	73
p-cu	59	43	73
p-hs-crp	59	44	73
pf-c3	59	45	73
pf-c4	59	46	73
pf-cea	59	47	73
pocabrc	59	48	73
ps-crp	59	49	73
s-c3	59	50	73
s-c4	59	51	73
s-ca	59	52	73
s-cdt	59	53	73
s-cea	59	54	73
s-cic	59	55	73
s-ck	59	56	73
s-cl	59	57	73
s-crp	59	58	73
s-cu	59	59	73
s-hcrp	59	60	73
s-hs-crp	59	61	73
s-hscrp	59	62	73
s-ictp	59	63	73
s-pct	59	64	73
s-ucrp	59	65	73
ts-cc	59	66	73
u-ca	59	67	73
u-co	59	68	73
u-cot	59	69	73
u-cr	59	70	73
v-hct	59	71	73
v-ica	59	72	73
vp-cl	59	73	73
-ana	60	1	123
-bil	60	2	123
am-epo	60	3	123
b-adp	60	4	123
b-aspi	60	5	123
b-bio	60	6	123
b-hg	60	7	123
b-vasp	60	8	123
cb-bil	60	9	123
du-5hiaa	60	10	123
du-mg	60	11	123
du-pi	60	12	123
fl-koh	60	13	123
fp-bil	60	14	123
fp-kol	60	15	123
fp-vip	60	16	123
fs-ace	60	17	123
fs-apot	60	18	123
fs-ffa	60	19	123
fs-kol	60	20	123
fs-tp-1	60	21	123
fs-tp-3	60	22	123
fs-tp-4	60	23	123
fs-tp-7	60	24	123
li-bio	60	25	123
li-tpha	60	26	123
mmse	60	27	123
p-bil	60	28	123
p-bnp	60	29	123
p-fsh	60	30	123
p-fsl	60	31	123
p-hae	60	32	123
p-hcg	60	33	123
p-he4	60	34	123
p-hepg	60	35	123
p-hok	60	36	123
p-kol	60	37	123
p-mg	60	38	123
p-se	60	39	123
p-shbg	60	40	123
p-tsh	60	41	123
pf-kol	60	42	123
s-5hiaa	60	43	123
s-ace	60	44	123
s-ada	60	45	123
s-afp	60	46	123
s-afp/d	60	47	123
s-amh	60	48	123
s-ami	60	49	123
s-ana	60	50	123
s-apot	60	51	123
s-asca	60	52	123
s-ast	60	53	123
s-asta	60	54	123
s-bil	60	55	123
s-bio	60	56	123
s-biol	60	57	123
s-br	60	58	123
s-dhea	60	59	123
s-dheas	60	60	123
s-e1	60	61	123
s-e2	60	62	123
s-ema	60	63	123
s-ena	60	64	123
s-enal	60	65	123
s-epo	60	66	123
s-ffa	60	67	123
s-fsh	60	68	123
s-gen	60	69	123
s-hae	60	70	123
s-hbe	60	71	123
s-hcg	60	72	123
s-he4	60	73	123
s-kem	60	74	123
s-kol	60	75	123
s-kyhemag	60	76	123
s-mg	60	77	123
s-nse	60	78	123
s-shbg	60	79	123
s-tati	60	80	123
s-tpha	60	81	123
s-tsh	60	82	123
s-van	60	83	123
se-bil	60	84	123
ts-res	60	85	123
u-al	60	86	123
u-amp	60	87	123
u-as-i	60	88	123
u-bil	60	89	123
u-bio	60	90	123
u-bup	60	91	123
u-bzd	60	92	123
u-cl	60	93	123
u-dala	60	94	123
u-ds4a	60	95	123
u-ds5	60	96	123
u-ds5b	60	97	123
u-ds6	60	98	123
u-ds6a	60	99	123
u-ery	60	100	123
u-fyl	60	101	123
u-hcg	60	102	123
u-hg	60	103	123
u-i	60	104	123
u-inf	60	105	123
u-intp	60	106	123
u-kivi	60	107	123
u-mg	60	108	123
u-mtd	60	109	123
u-ni	60	110	123
u-pbg	60	111	123
u-pgb	60	112	123
u-ph.	60	113	123
u-phv	60	114	123
u-pi	60	115	123
u-pyr	60	116	123
u-sed	60	117	123
u-sg	60	118	123
u-thc	60	119	123
u-tml	60	120	123
u-ubg	60	121	123
us-tsh	60	122	123
vp-dop	60	123	123
ab-na	61	1	103
ap-lakt	61	2	103
ap-na	61	3	103
ap-nak	61	4	103
b-na	61	5	103
cp-na	61	6	103
di-na	61	7	103
du-na	61	8	103
fp-ctx	61	9	103
fp-gt	61	10	103
fp-na	61	11	103
happi	61	12	103
j-papa	61	13	103
p-acth	61	14	103
p-at3	61	15	103
p-at3.	61	16	103
p-efa	61	17	103
p-fakb	61	18	103
p-fe	61	19	103
p-fs	61	20	103
p-fv	61	21	103
p-fx	61	22	103
p-gt	61	23	103
p-hstni	61	24	103
p-k+na	61	25	103
p-k,na	61	26	103
p-k-na	61	27	103
p-k-pa	61	28	103
p-k/na	61	29	103
p-ked.	61	30	103
p-kjd.	61	31	103
p-la1	61	32	103
p-la2	61	33	103
p-mypa	61	34	103
p-na	61	35	103
p-na.	61	36	103
p-na:	61	37	103
p-naed.	61	38	103
p-najd.	61	39	103
p-nak	61	40	103
p-nap	61	41	103
p-pc	61	42	103
p-pct	61	43	103
p-pi	61	44	103
p-prl	61	45	103
p-ps	61	46	103
p-psa	61	47	103
p-pt	61	48	103
p-supar	61	49	103
p-t3-v	61	50	103
p-t4-v	61	51	103
p-t4v	61	52	103
p-tfr	61	53	103
p-tni	61	54	103
p-tni.	61	55	103
p-tnih	61	56	103
p-tnl	61	57	103
p-tnt	61	58	103
p-tt	61	59	103
p-tt-	61	60	103
p-tt.	61	61	103
p-ttr	61	62	103
papa	61	63	103
pdgfr	61	64	103
peak	61	65	103
pef-pa	61	66	103
pef-ras	61	67	103
pf-ace	61	68	103
pf-ada	61	69	103
pipelle	61	70	103
pneag	61	71	103
pt-rr-pa	61	72	103
pt-vp-ple	61	73	103
pujo	61	74	103
pujoe	61	75	103
rr-pa	61	76	103
s-na	61	77	103
s-prl	61	78	103
s-psa	61	79	103
s-pujoe	61	80	103
s-pujospe	61	81	103
s-t3-v	61	82	103
s-t4-v	61	83	103
s-t4v	61	84	103
s-tfr	61	85	103
s-tnf	61	86	103
s-tni	61	87	103
s-tnt	61	88	103
s-tob	61	89	103
sp-pak	61	90	103
sp-pakd	61	91	103
strep-a	61	92	103
strepa	61	93	103
trik-od	61	94	103
trop-t	61	95	103
tropo	61	96	103
trpaab	61	97	103
trpaab.	61	98	103
ttpaasto	61	99	103
u-na	61	100	103
v-na	61	101	103
vp-na	61	102	103
vp-ple	61	103	103
-dpyd	62	1	114
-jo-1	62	2	114
-nt	62	3	114
-nxp2	62	4	114
-sae1	62	5	114
-srp	62	6	114
-tpmt	62	7	114
ab-k	62	8	114
ab-t	62	9	114
acl	62	10	114
alb-o	62	11	114
album	62	12	114
amp	62	13	114
ap-k	62	14	114
b-k	62	15	114
b-nk	62	16	114
bup	62	17	114
bup10	62	18	114
ca++	62	19	114
cd4	62	20	114
cerad	62	21	114
coc	62	22	114
cp-k	62	23	114
cpd	62	24	114
crp	62	25	114
crp-p	62	26	114
crp-vt	62	27	114
du-k	62	28	114
ekg	62	29	114
eo	62	30	114
eos	62	31	114
fev	62	32	114
fev1	62	33	114
fp-k	62	34	114
fvc	62	35	114
fyl	62	36	114
gra	62	37	114
gran	62	38	114
hb	62	39	114
hb-o	62	40	114
hcov	62	41	114
hct	62	42	114
hgb	62	43	114
jak1	62	44	114
jo-1	62	45	114
jäku	62	46	114
kef	62	47	114
kt/v	62	48	114
l-nlt	62	49	114
l-nst	62	50	114
leuc	62	51	114
leuk	62	52	114
leuk-o	62	53	114
ly	62	54	114
ly-nk	62	55	114
lym	62	56	114
mch	62	57	114
mchc	62	58	114
mes	62	59	114
met	62	60	114
mns	62	61	114
mpd	62	62	114
mtd	62	63	114
muut	62	64	114
mxd	62	65	114
myel	62	66	114
neut	62	67	114
nlt	62	68	114
no/an	62	69	114
nor90	62	70	114
nst	62	71	114
nt-	62	72	114
nxp2	62	73	114
oxy	62	74	114
p-k	62	75	114
p-k.	62	76	114
p-k:	62	77	114
p-kp	62	78	114
pad	62	79	114
pad1	62	80	114
pax6	62	81	114
pef	62	82	114
pgb	62	83	114
ph	62	84	114
plt	62	85	114
prom	62	86	114
pt-v	62	87	114
rdw	62	88	114
rp11	62	89	114
rp155	62	90	114
rr	62	91	114
s-gt	62	92	114
s-k	62	93	114
s-nt	62	94	114
sae1	62	95	114
sao2	62	96	114
srp	62	97	114
tark1	62	98	114
tark2	62	99	114
tark2b	62	100	114
tark4	62	101	114
tb1	62	102	114
tb2	62	103	114
th/to	62	104	114
thc	62	105	114
thc50	62	106	114
tir	62	107	114
tml	62	108	114
trim	62	109	114
työt	62	110	114
u-k	62	111	114
u-oxy	62	112	114
v-k	62	113	114
vp-k	62	114	114
-lymph	63	1	80
-mda5	63	2	80
-mi-2a	63	3	80
-mi-2b	63	4	80
-tif1y	63	5	80
amp300	63	6	80
as-pmn	63	7	80
b-mcv	63	8	80
b-mpadp	63	9	80
b-mxa	63	10	80
b-mxd	63	11	80
b-mxdp	63	12	80
bzd300	63	13	80
coc300	63	14	80
cu-vm	63	15	80
dmpak	63	16	80
dmvuk	63	17	80
du-moma	63	18	80
du-vm	63	19	80
du-vmml	63	20	80
e-mch	63	21	80
e-mchc	63	22	80
e-mchcp	63	23	80
e-mchp	63	24	80
e-mcv	63	25	80
e-mcvp	63	26	80
gamma	63	27	80
hcgbvkmom	63	28	80
hoicrp	63	29	80
hoiekg	63	30	80
hoihb	63	31	80
hoiinr	63	32	80
iga	63	33	80
igg-summa	63	34	80
immi	63	35	80
immii	63	36	80
immuno	63	37	80
kipa	63	38	80
kissa	63	39	80
kissae	63	40	80
koivu	63	41	80
koivue	63	42	80
konsulf	63	43	80
l-mdx	63	44	80
l-mid	63	45	80
l-mxd	63	46	80
lymf	63	47	80
lymfo	63	48	80
lymfos	63	49	80
lymph	63	50	80
lymängd	63	51	80
lämpöt.	63	52	80
lääkmää	63	53	80
mda5	63	54	80
mdma	63	55	80
met300	63	56	80
mi-2a	63	57	80
mi-2b	63	58	80
mor/opi300	63	59	80
mtd300	63	60	80
ntkmom	63	61	80
oxy100	63	62	80
pappakmom	63	63	80
pf-pmn	63	64	80
rauta	63	65	80
reuma	63	66	80
s-gamma	63	67	80
s-mi-2	63	68	80
s-mta	63	69	80
s-mtx	63	70	80
s-ntmom	63	71	80
s-s100	63	72	80
se-pmn	63	73	80
sy-mn	63	74	80
sy-pmn	63	75	80
temp	63	76	80
tif1y	63	77	80
tml100	63	78	80
vymp	63	79	80
xtc/mdm500	63	80	80
ekg,omalab	64	1	16
ekg-12	64	2	16
ekg-15	64	3	16
ekg-24a	64	4	16
ekg-24h	64	5	16
ekg-24o	64	6	16
ekg-48a	64	7	16
ekg-48l	64	8	16
ekg-atk	64	9	16
ekg-oma	64	10	16
ekg-pao	64	11	16
ekg-te	64	12	16
työkyky	64	13	16
työkyky0-10	64	14	16
työkyky2	64	15	16
työkyky2vuotta	64	16	16
-albumiini,seerumi,elektroforeesifraktio(g/l)	65	1	13
-alfa-1-globuliini,seerumi,elektroforeesifraktio	65	2	13
-alfa-2-globuliini,seerumi,elektroforeesifraktio	65	3	13
-beta-1-globuliini,seerumi,elektroforeesifraktio	65	4	13
-beta-2-globuliini,seerumi,elektroforeesifraktio	65	5	13
-gammaglobuliini,seerumi,elektroforeesifraktio	65	6	13
